7.000000000000000000e+00 3.000000000000000000e+00 3.020000000000000000e+02 1.000000000000000000e+00 2.000000000000000000e+01 2.047000000000000000e+03 1.000000000000000000e+00 0.000000000000000000e+00 1.930000000000000000e+02 0.000000000000000000e+00 7.250000000000000000e+02 1.720000000000000000e+02 6.100000000000000000e+01 1.000000000000000000e+01 0.000000000000000000e+00 7.000000000000000000e+00 6.000000000000000000e+00 3.000000000000000000e+00 2.000000000000000000e+00 4.500000000000000000e+01 0.000000000000000000e+00 7.000000000000000000e+00 5.600000000000000000e+01 4.000000000000000000e+00 1.550000000000000000e+02 5.200000000000000000e+01 6.600000000000000000e+01 4.820000000000000000e+02 4.740000000000000000e+02 9.700000000000000000e+01 1.640000000000000000e+02 6.500000000000000000e+01
1.400000000000000000e+01 5.000000000000000000e+00 2.440000000000000000e+02 2.100000000000000000e+01 3.400000000000000000e+01 2.293000000000000000e+03 2.000000000000000000e+00 0.000000000000000000e+00 4.000000000000000000e+02 0.000000000000000000e+00 6.350000000000000000e+02 1.700000000000000000e+01 6.900000000000000000e+01 1.000000000000000000e+00 0.000000000000000000e+00 7.000000000000000000e+00 1.000000000000000000e+00 8.000000000000000000e+00 2.000000000000000000e+00 1.100000000000000000e+01 6.000000000000000000e+00 6.000000000000000000e+00 4.000000000000000000e+00 2.000000000000000000e+00 5.010000000000000000e+02 3.460000000000000000e+02 1.000000000000000000e+00 8.000000000000000000e+00 5.440000000000000000e+02 4.000000000000000000e+00 2.600000000000000000e+01 2.000000000000000000e+00
5.000000000000000000e+00 3.700000000000000000e+01 6.950000000000000000e+02 1.610000000000000000e+02 3.500000000000000000e+01 1.877000000000000000e+03 1.000000000000000000e+00 0.000000000000000000e+00 6.780000000000000000e+02 4.600000000000000000e+01 2.548000000000000000e+03 2.550000000000000000e+02 2.000000000000000000e+00 9.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 3.000000000000000000e+00 3.100000000000000000e+01 2.000000000000000000e+00 8.200000000000000000e+01 2.700000000000000000e+01 2.000000000000000000e+00 1.800000000000000000e+01 2.500000000000000000e+01 5.560000000000000000e+02 1.048000000000000000e+03 2.650000000000000000e+02 9.000000000000000000e+00 5.030000000000000000e+02 1.300000000000000000e+01 1.600000000000000000e+01 4.800000000000000000e+01
9.800000000000000000e+01 5.180000000000000000e+02 2.271000000000000000e+03 6.000000000000000000e+00 1.300000000000000000e+01 7.660000000000000000e+02 1.300000000000000000e+01 0.000000000000000000e+00 1.098000000000000000e+03 5.000000000000000000e+00 1.059000000000000000e+03 3.000000000000000000e+00 1.490000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.100000000000000000e+01 1.900000000000000000e+01 2.000000000000000000e+00 1.240000000000000000e+02 3.300000000000000000e+01 1.290000000000000000e+03 1.510000000000000000e+02 1.840000000000000000e+02 1.200000000000000000e+01 8.420000000000000000e+02 2.000000000000000000e+01 7.580000000000000000e+02 2.300000000000000000e+01
4.710000000000000000e+02 2.512000000000000000e+03 3.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 7.700000000000000000e+01 2.700000000000000000e+01 0.000000000000000000e+00 1.279000000000000000e+03 1.210000000000000000e+02 1.060000000000000000e+02 4.500000000000000000e+01 8.300000000000000000e+01 2.270000000000000000e+02 0.000000000000000000e+00 1.980000000000000000e+02 0.000000000000000000e+00 1.020000000000000000e+02 1.360000000000000000e+02 1.300000000000000000e+01 1.000000000000000000e+01 1.150000000000000000e+02 2.420000000000000000e+02 5.000000000000000000e+00 8.000000000000000000e+00 7.090000000000000000e+02 3.220000000000000000e+02 1.600000000000000000e+01 3.660000000000000000e+02 1.400000000000000000e+01 5.900000000000000000e+01 2.000000000000000000e+00
4.300000000000000000e+01 4.270000000000000000e+02 9.400000000000000000e+01 6.000000000000000000e+00 0.000000000000000000e+00 1.980000000000000000e+02 5.000000000000000000e+00 0.000000000000000000e+00 3.390000000000000000e+02 1.700000000000000000e+01 3.000000000000000000e+00 7.600000000000000000e+01 1.100000000000000000e+01 2.200000000000000000e+01 0.000000000000000000e+00 2.800000000000000000e+01 1.000000000000000000e+00 3.000000000000000000e+00 3.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 6.900000000000000000e+01 3.100000000000000000e+01 1.890000000000000000e+02 7.400000000000000000e+01 2.000000000000000000e+00 6.000000000000000000e+00 5.161000000000000000e+03 6.000000000000000000e+00 1.430000000000000000e+02 0.000000000000000000e+00
1.300000000000000000e+01 1.500000000000000000e+01 7.000000000000000000e+00 1.000000000000000000e+00 6.400000000000000000e+01 4.720000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.100000000000000000e+01 1.900000000000000000e+01 2.340000000000000000e+02 5.000000000000000000e+00 4.300000000000000000e+01 1.000000000000000000e+00 0.000000000000000000e+00 8.000000000000000000e+00 1.200000000000000000e+01 5.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 8.000000000000000000e+00 9.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 1.460000000000000000e+02 1.500000000000000000e+01 0.000000000000000000e+00 2.657000000000000000e+03 2.700000000000000000e+01 0.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00
1.700000000000000000e+02 1.340000000000000000e+02 2.019000000000000000e+03 1.670000000000000000e+02 3.000000000000000000e+01 1.060000000000000000e+03 9.000000000000000000e+00 0.000000000000000000e+00 7.080000000000000000e+02 8.500000000000000000e+01 1.895000000000000000e+03 1.500000000000000000e+01 6.000000000000000000e+00 5.000000000000000000e+00 0.000000000000000000e+00 4.400000000000000000e+01 3.000000000000000000e+00 1.850000000000000000e+02 3.100000000000000000e+01 1.400000000000000000e+01 3.200000000000000000e+01 4.000000000000000000e+01 2.650000000000000000e+02 1.000000000000000000e+00 3.086000000000000000e+03 1.863000000000000000e+03 2.410000000000000000e+02 6.730000000000000000e+02 1.320000000000000000e+02 9.500000000000000000e+01 5.900000000000000000e+01 3.000000000000000000e+01
3.350000000000000000e+02 2.020000000000000000e+02 2.950000000000000000e+03 1.230000000000000000e+02 2.000000000000000000e+01 3.880000000000000000e+02 5.200000000000000000e+01 0.000000000000000000e+00 7.290000000000000000e+02 5.500000000000000000e+01 3.035000000000000000e+03 1.000000000000000000e+00 1.018000000000000000e+03 1.400000000000000000e+01 0.000000000000000000e+00 4.000000000000000000e+00 3.500000000000000000e+01 1.300000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+01 2.600000000000000000e+02 4.700000000000000000e+01 9.300000000000000000e+01 6.000000000000000000e+00 3.270000000000000000e+02 1.441000000000000000e+03 6.900000000000000000e+01 3.410000000000000000e+02 9.910000000000000000e+02 0.000000000000000000e+00 4.600000000000000000e+01 3.700000000000000000e+01
0.000000000000000000e+00 5.700000000000000000e+01 5.000000000000000000e+00 1.170000000000000000e+02 1.100000000000000000e+01 3.010000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 3.970000000000000000e+02 6.000000000000000000e+00 2.710000000000000000e+02 1.000000000000000000e+01 1.000000000000000000e+00 1.700000000000000000e+01 0.000000000000000000e+00 5.000000000000000000e+00 0.000000000000000000e+00 1.200000000000000000e+01 3.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+01 3.000000000000000000e+00 7.200000000000000000e+01 2.000000000000000000e+00 8.676000000000000000e+03 1.400000000000000000e+01 0.000000000000000000e+00 7.400000000000000000e+01 1.170000000000000000e+02 4.000000000000000000e+00 7.100000000000000000e+01 6.000000000000000000e+00
2.000000000000000000e+00 8.800000000000000000e+01 1.000000000000000000e+02 0.000000000000000000e+00 2.500000000000000000e+01 5.820000000000000000e+02 1.000000000000000000e+01 0.000000000000000000e+00 2.040000000000000000e+02 4.300000000000000000e+01 8.720000000000000000e+02 1.000000000000000000e+01 3.120000000000000000e+02 1.300000000000000000e+01 0.000000000000000000e+00 2.000000000000000000e+00 1.400000000000000000e+01 1.000000000000000000e+00 4.000000000000000000e+00 7.000000000000000000e+00 3.600000000000000000e+01 1.800000000000000000e+01 1.000000000000000000e+01 1.000000000000000000e+01 5.410000000000000000e+02 1.748000000000000000e+03 7.540000000000000000e+02 3.390000000000000000e+02 9.200000000000000000e+01 4.000000000000000000e+00 7.400000000000000000e+01 1.000000000000000000e+00
7.200000000000000000e+01 1.600000000000000000e+01 3.295000000000000000e+03 1.209000000000000000e+03 7.280000000000000000e+02 7.920000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.075000000000000000e+03 0.000000000000000000e+00 2.390000000000000000e+03 1.450000000000000000e+02 1.760000000000000000e+02 4.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 1.390000000000000000e+02 8.000000000000000000e+00 2.200000000000000000e+02 9.100000000000000000e+01 3.770000000000000000e+02 8.000000000000000000e+00 0.000000000000000000e+00 1.942000000000000000e+03 6.040000000000000000e+02 2.100000000000000000e+01 2.870000000000000000e+02 1.740000000000000000e+02 1.270000000000000000e+02 1.450000000000000000e+02 5.700000000000000000e+01
